clean_text,sentiment_label
flight heavy fly back palm spring air min,0
thanks book flight uk using reading exchange there way ive sent,1
reminder well tweeting look ward follow back,1
really appreciate follow always fly yall reason,2
learning famous apology social medium marketing twitter asset jet blue,0
could add list hold hour,0
info amp need know,1
yet see shortly,0
delay due making back gate multiple time maybe take accountability,0
need follow dm give info,1
fleet fleek,1
n taxi departing ua newark liberty airport,1
flight four subsequent delay destroyed travel plan evening looking resolve matter,0
ua ric ua ord amp ua den delayed nonweather issue way go youre batting hotel,0
plan restating nonstop service iad south florida miss flight fll,1
fly quite bit difficult communicate agent let people know whats happening arrangement made,0
nd late flight flight today,0
plane newark checked rebecca levi bag name,0
wow even answered back awesome thats customer service,2
hell u left alliance joined world beyond smart move time start looking carrier,0
week late flightr still received mile mileageplus gift card starbucks card handed,0
btw managed time departure time destination amp wouldnt take away year old kid bag,0
technical issue inefficient computer triage system personality compassion operator sad example sad company,0
mac computer left bwi la flight th reward recovery info important owner,1
ua need deicing stat weve waited turn,1
glad appreciate itll last dollar ever get thanks wretched customer service,0
anyone ever answer phone,0
know lost baggage portal doesnt work mobile,0
hi flying swa today son peanut allergy way request crew serve peanut flight thx,1
handled phone unfortunately wiped entire trip im displeased,0
thats told refund doesnt really makeup inconvenience caused missed meeting,0
trying rebook flight cancelled flightlation nightmare hung help rebook,0
bringing game premium cabin dining nice,2
min past scheduled time w departure sight flight longer qualifies time,0
love guy,2
always brag ur service disappointed today apparently ill sleeping floor dallas airport tonight,0
chance flight leaving bna tomorrow lga,1
change fee price new ticket logical,0
flight delayed posmia missed mia atl need seat last flight atl,0
get help support ticket day incident thank,0
frustratingit paid get refund,0
oh still lost tracking system stink delivery system,0
due expensive change fee either airline chose could screw u stranded help,0
delay communication,0
redeem pas admiral club free visit barclay card membership bring companion,1
checked standby st class find list merger pain,0
beautiful day seattle,2
rock open letter flight attendant lt child inspired thank,2
adding reservation io app doesnt show desktop site logged mile cant redeemed upgrade thru app,0
thank,2
hows life noc,1
bag im mexico go build house amp suitcase never got flight cle w need sanm,0
ohk thank bc inexpensive airfare southwest travel around,2
hour delay going nyc denver come man,0
flight way supposed take minute ago website still show time flight thanks,1
dm sent thanks help,2
thanks ellamae la counter going beyond help u get back abq flight cancelled flightled,2
customer service agent jorge orlando international rude disrespectful never want deal bullshit ever,0
trying get canx flight resched since noon got call back call disconnect soon answer,0
record rozana newark lovely helpful,2
hold reserve award travel hr anyone home crazy weather issue,0
thank checking ticket purchased customer happy,2
booked trip cancun baggage feesbut need flight time option,2
understand policy targeting passenger good business addressed security,0
ill let know week next another coastcoast rt,1
dm locator code thanks,1
flight delayed miss connecting flight please help alternate thank,0
really hr delay gate change amp boarded u sent u back amp boarded u wont change flight go,0
even simple google search flight number tell gate wont difficult sure,0
kudos cancelled flightling flight dfw morning united usually first panic,2
called week ago adding flight elevatethey still havent shown uphelp,0
hey ho losing money next make sure stick flyer right booklet,0
still waiting call back stranded one talk,0
yup minute limit waiting hold thanks nothing,0
know ua delayed x getting crazy ive already overnight delay,0
told would emailed havent received anything yet followup,0
sent email customer service night happened ur response basically bad sorry contact u,0
weve hold hour trying reschedule cancelled flightled flight anyone please help u,0
fabulous pleased,2
didnt take original flight suppose arrive last night pm today didnt get til,0
greatest airline ever,2
need get act together new morning plane malfunctioning yet ive delayed time,0
dont send tweet cover social medium complaint sending message way resolve,0
instead putting burden customer right thing get gate agent,0
said last time doesnt take week reply email,0
u lot pissed hungry tired people stuck midway hour scheduled departure inexcusable,0
whats good number call speak someone fix people luggage saturday,0
flight cancelled flightled cant go home tomorrow could use dinner play first time nyc,0
thank,1
stuck heat blasting try thaw water line kinda disappointed first flight rr member,0
call still warehouse might going tonight,0
rude agent wouldnt listen anything would say clearly fit sizer,0
know guy super busy flight e,1
service leaf lot desired flight early short staffing mean wait tarmacthanks,0
thanks,2
thats ticket confirmation email anything else,1
pilot tell u airway flight across country stopped due computer system failure,0
trying fly bos jfk flight delayed traveling kid book hotel getting tonight,0
wifi plain,1
usually issue express sfo positive note mainline p enjoyable,0
sw rock thanks reply follow rebooked earlier flight,2
file loctjycqh bag airport since last nitenot scheduled get pu unt aft u shld b ashamed im disgusted wu,0
im sick yall,0
flight attendant extension brand bitchy flight attendant flight appreciated,0
spent winter nny mom jetblue take home fl via bos mon miss hubby kitty warm,1
delayed bag friend lisa pafe got bag day costa rica issue update system,0
well guy totally kicking million pound as bar none best sm team airline industry opinion,2
wife rr pt expired day ago planning flight booking problem trip today anything u tight budget,1
checked flight sfo lax amp told atlantic flying club gold get benefit,0
say yall sold amp coworkers would need get first available,1
hoped contacted wks ago responded still issued u fund,0
hate,0
impressed customer service everyone unhelpful incredibly rude,0
get flight change air delay causing missed connection seat late flightr,0
long billing cycle,1
even alternate option allready fulleven hotel voucherno room philly,0
suppose fl hour ago im ive waiting hour ridiculous,0
yes guy get act together,0
hotel sent u wouldnt take voucher flight delayed cancelled flightled delayed hour counting,0
second day amp attempt trying leave iad amp im another plane delayed mechanical issue hour delayed,0
dca baggage claim employee realize please thank apology go long way,0
well one missed mark snit minute stepped counter,0
feb th rep gave record locator told id receiving email itinerary confirmation,0
fleet fleek oh word,1
yes much help guy,0
flight waiting minute rsw waiting weight balance clearance come let u leave,0
receipt upgraded return leg month late flightr still receipt,0
roger wilco,0
charged flight cancelled flightled unbelievable unheard,0
im really craving pretzel please send,2
ive called said cant help hand really feel like appreciated customer,0
flying la vega chicago flight late flight announcement made,0
sitting flight hour landing newark first gate jetway operator seriously,0
unable check flight say itinerary ineligible checkin online go counter inconvenient,0
hey bag damaged flying yesterday,0
trying fly frm dca srq visit family member hospice cancelled flightled someone assist,0
lot upset people freezing terminal gate agent kept u waiting plane beyond allowable time length,0
flight houston delayed duecto engine trouble willl hold connection argentina houston since im late flight,0
grandbabies week travel dc birth thank reasonable fare see saturday,2
update real informationstill waiting tarmac philadelphia,0
wife still doesnt luggage promised pm said way file number dcam,0
gon na miss connecting flight delayed flying boston,0
awful flight jfk honeymoon delayed lost money hotel,0
flew chi instead got ride mke u said bag would go mke today cancelled flightled flight tho,0
direct message follow u want luggage please hep,0
used aadvantage number connected usairways booked ticket friend benefit account,1
getting ready book flight san juan wondering united waive baggage fee military personnel thanks,1
care elaborate cha dca cancelled flightled evening,0
word accommodation passenger u arrive charlotte lot tired passenger,0
done done,1
flight unfortunately isnt isolate flightd incident havent waited less min year,0
fantastic thats best flight service ive ever,2
ideal okay better late flight never,0
rt fleet fleek,1
cant englishspanish rep call locate bag resolve issue,0
thanks making worst flying experience ever different plane mechanical issue hour counting,0
hour gate,0
kind unnerving watch guy deicing plane text phone whole time,0
checked united app valuable use app removed longer see status equipment,0
hold hour second rude agent,0
particular reason minute counting speak human,0
flight attendant regains karma giving big sweaty dad cold water guy running amp carrying daughter last one onboard,2
bot haha always lie,0
im sure next time,0
thank paris could arrange something,1
know crew today flight au pdx awesome,2
already missed connection ua,0
always nice customer service manager threatens customer standing understaffed line last hour,0
course wasnt intention issue lie lack response contact directly sat hold min,0
understand wish would announced delay hour earlier v sitting hr mco,0
thank supervisor jeanine coworkers excellent customer service provided,2
helloare flight taking airport noon supposed travel flight san antonio,1
time check open flight ua manchester newark today,1
flight ord gate agent tried prevent taking onboard bag ive used year flight crew reasonable,0
cancelled flighted flight still delayednot cool,0
know suicide second leading cause death among teen,1
would great thank ill send follow,2
told csr would close acct couldnt care less,0
cant checkin online flight tmrw fr cancun undefined error amp workingfamily dont want cgroup help,0
team offering inflight access journal content,1
disappointed wasnt allowed change seat checking early online flight tomorrow morning,0
crashed trying check,0
thank apology,1
exhaustion traveling n runnin thru airport tryin rent car n killin family anybody road,0
award air mile yes going take vacation,2
sloooooow today,0
staff refuse let earlier flight citing checked bag,0
rt fleet fleek,0
well finally board hopefully take time quickly well hour delay,0
day contact human apology letter read soon,0
please employee called time flight crew finish maintenance u depart,0
seat row dont recline mention website,0
thanks see agent unhelpful got voucher others unexplained reason,0
charge nd carryon instead checked bag less jockeying overhead space happier passenger ontime departure,1
plan repair brand via,1
inflight entertainment tonight willie nelson impersonator sang passenger,1
great land jfk,2
still flight ive allll day boarding waiting catering,0
didnt see travel compete unused fund expiration date hidden fine print never saw,0
best plane business aa today,0
flight via united arrive dfw car parked iah,0
today staff msp took customer service new level father passed away last night amp helped get home today thanks,2
reviewing oversize policy hardcase golfbags free weight add guitar instrument list,0
one scan inside plane asked people line around plane going,0
need seat assignment one leg family return flight please help via twitter pm,1
worst flight attendant like angry drunk aunt everything argument,0
served nastiest food ive ever seen yesterdayrubber chicken slime entire cabin sent food backfas confirm,0
hi dividend mile account accidentally listed newly married name opposed legal name trying book,1
min delay flt sfo load pax make sense strand many u overnight ord due missed cnxns,0
totally understand weather frustrated thanks,2
ive trying hour get hold someone,0
flight delayed hour gf meal despite early request attendant seat fell leg,0
yes without bag first class ticket tahiti would nice saying,0
luv new luv television commercial traveled airline last year return trip nyc,2
called lady overseas call center said saw note explained situationagain,0
thank response,1
thank getting home despite odds reunited delinquent southwest luggage homeward,2
ive tried less time today get touch service desk beginning est im luck help,0
gary kelly ashamed running corporation way,0
sale please soon need tan,1
thanks ill like get new tail njb njb boston red sox livery share talk send weekend,1
nice lofty view,1
winner announced yet,1
hope take selfie stick plane today,1
loyal im driving fly virgin since cut flight,2
dont respond email facebook msg im still wating ticket im getting really angry disappointed,0
advantage deactivated dont think deactivate customer acct without knowledge,0
thanks much appreciate kindness adjusting reservation even snowstorm still prefer southwest,2
youll cancelled flight flight like,0
united snowy denver,1
guy work never fly guy,0
yall better,2
let seriously,0
got lost kindle mail thanks,2
flight dca need change asap help cant get,0
wow awesome video guy great work,2
customer service recording say busy assist hang great touch,0
gon na know math test tomoro cant concentrate,1
one answersno one help always different story fiancee cant helped,0
say call travel agency say cant refund usairways didnt accept,0
im sick living airport,0
able change flight without fee oh two free checked bag best airline ever,2
flight dc la mention fix circuit breaker bathroom plane old,0
nightmare continues,0
thanks,2
provided best service today thank much,2
thanks upgrade please try get company approve business class travel,2
bag still fly free anymore,1
decided good sport give guy another shot flight delayed,0
want sit plane dca lga hour half longer flight,0
look like lost another customer stranded clt vow never fly,0
thanks,2
airway lowered strong sell vetr inc jblu mideast time,1
need change flight thats scheduled hour min wait time phone im calling intern help,0
cancelled flightled flight amp given week apply travel bank credit another flight amp credit transferable,0
bag back ding,0
need pay car could flight help desk say already left shame,0
thanks dont understand couldnt used tug next gate ground crew took break,0
admit app good lot useful func live seat map congrats,2
pity machine replied perhaps story unusual expected better response given article inflight magazine,0
love give feedback link fill personal info form guy best,0
live southwest imagine dragon favorite band met bestfriends thanks would amazing,2
seetonight,1
follow send dm,1
yea give cent dollar,1
check reservation joe watson kelsey jennings hold hour waiting call back eta,0
boarded ua refused carrying overhead bag space plane load space,0
got rebooked aa one question though automatically refund check baggage fee flight cancelled flightled,0
thanks remembering load bag onto connecting flight oh wait forgot iceland fun clothes,0
pushing five hour time worth nothing reflight booking problem option unfortunately,0
added support io application finally get add collection,2
delayed due lack crew delayed there long line deicing still need improve service,0
thanks next see slog jfk city go,2
gate announcement state delay due maintenance yet app say late flight arriving aircraft tell truth,0
plane scheduled come time actually happen bozo dont room u,0
dont like hear sorry taking long get stop sending generic response,0
three month mile havent credited one going read email sent,0
asked waiver change fee flight booked win past hr rep rude told didnt even try help,0
pay person portland airport flying perth done u air,1
flight dfw still passenger sitting plane waiting luggage loaded,0
fyi went similar flight last week,1
yes cancelled flightled moved ill figure car rental change,0
case id,0
ha happened year ago havent flown since,1
right give email write,0
right im angry,0
agent la letting customer know cant help rebook delayed flight den,0
dm ed u request num,1
oki know door close minute takeoff stop telling flight leave minute havent boarded,0
hello united take care call center mexico city office terrible attitude lady helping,0
gabriela miami rude employeeworking mialga check made experience unpleasant,0
poor customer service think befor flight booking problem another united flight,0
good maybe make losing medallion,1
really flight catch pm vega im praying dont miss flight,0
reebooked tomorrow aa lvdfw arriving pm still open flight,1
need new flight tucson,1
air traffic crew could get shit together one would notice rudeness ground staff,0
one great airline,2
wasnt hour frustrated hang,0
except wait time phone system hang continuing hold wont help,0
got phone customer service minute get issue resoled guy awesome,2
need speak supervisor someone help use credit asap,0
bag make flight iad second day without clothes pretty inconvenient pretty curious,0
originally trying share detail link jimmy samartzis vice president customer experience sent expired,0
unveils new route including via,1
emailscalls past month flight change helpful wish would sent cancelled flightlation yesterday,0
worst customer service calling month book flight,0
one answer phone delayedcancelled flightled flight rude employee get im sorry apologize blah blah blah bad,0
certainly hope la pbi th new plane seat feb th flight reverse god awful,0
first pilot late flight maintenance exactly happened two week ago unacceptable,0
business usual meant dropping bully mentality fostering inspiration greater business,0
reason avoid like plague glad see merger working well,0
told work,0
sent letter said would talk stewardess serving drunk drink help,0
talked reservation must congratulation friendly good usair airline fly,2
going take hournot okay usair okay ruining everything,0
sent curious see kind comp get,2
jetblue relate flightd time wont school cancelled flighted cold,1
great aa sitting hour first technical problem,0
going miss u airway always provided great service never let,2
called x amp say high call volume call back minute international call way someone contact,0
flying getting old,1
thank response got resolved counter,2
crew flight awesome tell sent tweet maybe give free wifi,2
really gon na hear mouth bag situation,0
tweet id number wont reveal home address anyone web,0
policy tell customer cant help im sorry unacceptable,0
patient delayed bag week told could take another week unacceptable,0
want loyal dont let carry bag easily fit overhead,0
add new direct flight oakland amp boston starting august,1
guy going start flying paris youre welcome,1
nightmarish customer service elite member im appalled,0
delayed flight wilmington made miss flight charlotte figure take arrive time,0
letting dm,0
people getting pretty tired action solving problem plus missing day vacation skiing,0
exactly ive disconnected time,0
said let cross finger happens departing,1
understand im attempting change information identical tell call,1
used committed flyer merger remember switched,0
rnp yeah know,1
question flying maltese puppy dm,1
agent dfw kind best help doesnt make phx error attitude,0
ua inbound flight dep time get closer push back min youve hr,0
still use dc,1
jfk baggage office actually run paper hotel voucher,0
woke notification flight moved hr early barely made flight hr layover sfo wanted hop earlier option,0
seriously treat passenger like shit,0
im running money keep paying hotel room amp food nyc dont help people spent,0
hah best flight attendant response happy getting screwed carrier hahahah pathetic,0
sadly theyve tried airport agentsno flight theyre stranded phl chance hotel,1
american airline start flying siberia wait usa oy,1
brother baggage lost route panamerican cross country cup championship columbia race sunday please help,0
flight attendant provided excellent service among peculiar condition throughout day,2
trying book flight guy website wont let lose business,0
thank yes hoping speak someone directly appreciate link nonetheless,0
would cool best airline company hooked ticket vega,2
loved cant wait monday return flight mostly watch inflight safety video,2
flight number,1
aa usair elite member one big disappointment way treated,0
get help changing ticket minute hold counting,0
childrens rate flight,1
cool plane said left terminal diff city cold betch flying friendly sky,0
nothing issue fly wu whats wthat,0
finally back board door closed reopened need fuel think someone wd thought earlier,0
thanks would awesome,2
hour late flightr im siting another plane waiting leave think credit order terrible service,0
please stop,0
pick winner flightr,1
delayed day mco gt iad finger crossed make connection home albany,0
happy finally put boarding pas passbook make life much easier,2
iiiii need help flight schedule haha,1
thx taking way cancelled flightling st flt delay nd flt u top losing one piece luggage,0
leaving minute late flight warning communication minute late flight thats called shitty customer svc,0
united voted every year one worst airline enjoy title give jedediah free pass,0
flight voucher,1
wheel broken got swear,0
password reset email incredibly slow arrive today checked spam folder web site say minute,0
word delay reason twitter aflame flight tracking computer crash rumor true,0
rebooked different airport throwing wrench plan,0
wow blew mind,2
dont need link getting person u say u dont know bag lost nonstop phx jfk,0
online flight notification,1
get help hotel booked issue,1
flight get paperwork inputted taken hour,0
cancelled flight arrival amp departure nashville pm weather headline pm,0
flight full,1
last chance get ticket would die happiness,1
well last update right direction least ill keep finger crossed,2
ceo battle appease passenger wall street waterbury republican american,1
cant view seat selectionchange seat flight tomorrow look,1
im also mosaic customer fly jet blue alot,0
thank,2
never fly guy stuck memphis another day called credit something anything,0
nope even better seat due wampb first raise hand got move wasnt fast enough,2
idea,0
told record refund someone please help long day,0
im booked tuesday night degree alabama right im good stay warm safe,2
thanks karen salisbury iah amazing customer service found daughter bag lost ua made day,2
ohing text message received entitled jackass friend,0
would prefer similar picture full e tail great shot,2
would like baggage damage number well another great thing trained staff whats number please claim time,0
still waiting dm response,0
luggage flight bc ur flight n wont end ur goin,0
hopefully crappy service improves u become,0
supposed depart still boarded,0
wife flight change due weather cant checkin return flight fails possible usair cancelled flightled,0
translation dont reinvest mammoth profit customer service experience cause dont care,0
wow amazing video great world guy,2
flight cancelled flightled due weather next,0
cant book flight online phone customer service usually great anything help,0
happy spend day together let,2
nothing usair cc point email stated would charged thanks reply,1
please went beyond made u number one priority,2
sound fun work,1
could get gate crew help u flt would great,1
companion ticket benefit premier world mastercard still limited usairways flight aa qualify well,1
appreciate,2
great thanks followed,2
thanks changed managed arrive hour delay exhausted,0
cant help seat taken way handle high volume call day,0
two hour delay plane visible airport far terrible customer service,0
course,1
tell waited min charged phone change fee even tho wasnt allow make change online,0
every time call im hold min get disconnected way someone help,0
put bad mood havent angry since spagnuolo coached,0
u serve peanutsnuts yr flight yr policy r confusing contradictory advice pls help u ask refrain,1
took screenshot emailed let dm figure,1
fare giving clue route,1
heard airport closed due thick fog update,1
thanks taking care mr happy customer,2
blue helped bring color eye promise didnt eat free snack,2
hold hourconnected wrong department automated systemtransferred another min amp counting,0
delayed hour missed connection due mechanical issue st flight rebooked please call,0
never mind moved flight tomorrow thanks help,2
u going time still deplaning b,0
thats missed flight flight held minute would made watched pull away gate,0
one hour departure time still update,0
rt fleet fleek,1
cant help frustrated hour call u end disconnection answer especially div pref member,0
fyi staff telling customer try carrier,0
tonight got hotel hr traveling still reaching destination disappointed thanks,0
thanks good u folk cold sure enjoyed flight,2
flight worse last flight attendant dont even know whether plane equipped power outlet seat,0
engadget theverge wired reddit,0
pls fix issue pay way flight cancelled flight left u cold den,0
responsible replacing,0
thank much stepping game making day night elevator music much appreciated,2
levd pnr numbered flight first leg cancelled flightled due bad weather iatanbul make reflight booking problem,0
new strategy average like rest rr point devalued,0
far worst airline ever,0
need two night hotel phoenix get back philly plane equipment crazy,0
lax ewr middle seat red eye noob maneuver,1
go scavenger hunt im boston,1
asked flight attendant typical compensation would amp say might get free tv,0
think im flying help,0
go court gain access gate love field,1
stop cutting pasting apology get additional phone rep job,0
woulda nice let u know post board still show flight time,0
found flight want aa advantage applicable earn mile since youre merging,1
nice read thank much,2
forgot lounge,1
could change name dothatd awesome also plane smell like onion ring,0
whats status flight xna dfw im getting different report,0
disheartening experience familyand lot taxi money wasted,0
well im glad got sit airport place else id rather,0
would pleased reassess business practice goal passenger plane little possible,0
okay asem find luggage,0
flt last nght cancelled flightedmechprobs flt cancelled flightedsnow finally flt home st cl empty amp wont let sit,0
please someone call,1
boarding pass compatible,1
really tried alreadygot message available next idea,0
week refund ticket totally unacceptable fix ill put blast social medium tv,0
confirmed seat crisis averted beer wont missed,2
none flight cancelled flightled landing fine completely arbitrary,2
issue online checkin colleague getting webpage available submitting online form,0
thanks assistanceyou guy rock,2
folk executive platinum desk great pro understand displeasure change fee switch sw,2
ive terrible service three airport hour glad dont care kind need home,0
sent,1
funny none ur tweet back helpful want read ya well change customer get better service,0
yeehaw found u another plane thx listening vent,2
let extraordinary week make year remember thanks much american airline,2
ill calling tomorrow,1
problem flight gainesville u airway clt miss connecting flight iad get another flight,0
disappointed flight booking problem process addl fee sit together crowded flight impressed far,1
exasperating im difficult time flight booking problem error message say youre undergoing maintenance really,0
really needed back home yesterday work today plane sitting hour,0
travel business twice week fiasco ill flying blue often thanks,0
wont wait min fam w yr old connecting flight leaf early instead airport plane last stop today,1
waiting bag min phl bag claim,0
hi get solar charger amazon game changer plug usb charge,1
expecting delayscancelled flightlations dallas th due snow nothing like monday hope,1
called last night hr got call back get one day pas admiral club im going spending hr dfw,0
definitely note whoever stole,0
got home need bag direct desk number savannah,0
received bag appreciate taking care matter following,2
hate get bumped seat ive selected amp empty row moved another seat nonempty,0
airway stock rating lowered vetr inc jblu dakota financial news,1
thinking could say many nice thing getting upgraded delayed flight ok,0
flight dfw delayed hour waiting sitting plane baggage loaded,0
best money hungry,1
trying take stuff seat front bugging throughout flight didnt feel safe,0
thank responding rather quickly btw,2
min away,1
thanks reply hoping everything cleared charlotte monday,2
live person speak day dividend mile wrongfully took mile account,0
reservation system wont even let u leave phone way fix rebooked wrong day,0
amazing thank,2
cool didnt need go work today get home make sure house ok wind chill,1
dc thinking summer new nantucket service digital journal,1
im pregnant twin youre going abandon overnight airport hotel fault,0
flight yesterday treat nut pretzel also origami magazine new policy,0
todayno reason anyone approve merger airline reason fear losing business u,0
ask ice attendant snap dont ice cart min late flightr cup ice people row ahead,0
hot stewardess flipped,2
ok thank help,2
going anything help stranded traveler flight communication anyone u dumped,0
worst company ever please fly repeat please fly credit youre delayed,0
guy totally losing ive aa fan year telling rep busy hanging really bad,0
lost id plane trouble finding contact lost found cleveland hopkins airport please help,0
flight ba departing tomorrow wednesday cancelled flightled anyone make airport weather,1
bos dca pm,1
current hold time speaking rep tix reissued min long amp make option available online,0
poor storm customer service hr takeoff delay waiting snack cart rude steward name love guy,0
cri,1
finally got thanks,2
platinum flying usair stranded clt answering phone rebook please help,0
im huge fan give yall much businessso please fix damn wifi,0
first flight cancelled flightled hold hour need information getting none help,0
th,1
gold star united change flight miss connection cant accommodate much late flightr arrival timenot happy,0
id love hear live saturday,2
need guy book plane concern ill travel someone else moving forward,0
flight delayedagainevery time maintenance issue,0
constantly providing wonderful view service,2
anymore,0
site working wtf,0
type plane flt bos rsw,1
pm still bag,0
snapchat imessage instagram,1
could email resent doesnt appear arrived,0
fleet fleek plz stop,0
look like february open schedule sale october know time,1
hi question future flight booking problem dubjac jaclax laxdub im g checked bag allowance jaclax,1
might look wife travel much could use membership,1
rebook another airline flight cancelled flightled reimburse need get home today tuesday,1
didnt get name group sitting behind u think window seat overheard,0
phone number news,1
ive hold since pm need reschedule cancelled flightled flight morning departure tomorrow please help,0
time call need ski go airport get faith united,0
like inflight snack im flying guy,2
lost business enjoy profit,0
wasnt issue someone finally helped phone there website error wont let process request smh,0
hello tell currently fly hawaii thanks,1
take electric skateboard domestic flight policy listed site regular board apply,1
would love go show tomorrow utah ive trying hard,1
long mait repair wait gate capt said paperwork formality forced check bag rudelyreturning cc reader doesnt work,0
flight ewr fll,1
think flight supposed go houston well case someone could check,1
airline absolute worst idea,0
seriously shared concern four time already avail geeeeezzzzz flyer,0
star aligned connecting flight delayed clt made thanks glad know someone listening time mobay,2
bag supposed delivered nyc last night missing since thurs someone call,0
preferred security line anymore tsa precheck didnt pull partner flight,0
waiver ny weather today,1
u feb arrive hr late flight checked car seat missing replacement available yet arrive hour late flightr,0
ive hold hour type ridiculous need link chart route time,0
stuck gate miami jfk flight going get tonight frustrating,0
booked flight w saw price time searched wasnt least bit frustrating,0
always help communicate customer,0
involuntarily bumped passenger cant guarantee another flight three day,0
submitted third time please check confirm receipt taken screen shot case disappears thanks,0
horrible lost carseat expect u use loner carseat safety regulation say illegal use used car seat,0
large group majority bag soaked,0
would like communicate directly customer experience executive joanna geraghty email address,0
airline cancelled flight oc fll today switch notice apology done flying,0
im flight booze served min give,0
guy didnt let four hour delay honolulu houston thanks train wreck issue coming,0
lisa j amazing guy much,1
sure waited min yay,2
tried amp disrespectful professional amp nd flight cancelled flighted get home surgeryhelp,0
good know phone customer service still impaired due bad weather week ago,0
awesome flight morning aa awesome crew even landed early,2
since dont care happens passenger plane contacting police dept,0
guy worst airline ive ever dealt notification keeping customer updated terrible service,0
hi thank,1
auto check cp holder come,0
broke stroller wife baby gate checked told problem calling list preferred line,0
seat arent guaranteed pay called rep said people booked seat,0
flight dallas jacksonville fl cancelled flightled one notified whats going,0
sivi stewart lax fantastic tonight helping find lost item u airport much thanks,2
honestly shock process service compare airline experience really sure say,0
u say safety highest priority doesnt extend property totally nut,0
traveling year old thursday need id correct,1
fantastic thank,2
yes thankfully catering got loading frustrated supposed,2
lack customer service shined need step get lost baggage delta return,0
rebooked tomorrow morning never sure see tomorrow morning,0
ahhhh yes lauren,1
hiring flight dispatcher chicago il network operation centerl,1
email address page,1
hr yet,0
thats spoke already weve already booked another flight wsomeone else thanks concern wanted,1
current promotionscodes nashvilledenver thank,1
likely lost business terrible experience many time stuck tarmac last min cancelled flightled flight,0
fleet fleek,1
try get customer destination help get another airline flight day,0
thank,2
thanks trip screwed ive move meeting dinner im still nyc yet,0
thanks emailed long expect response,2
even going acknowledge bumped flight weather arizona,0
paying fly damn plane one announcement crew let know wan na refund,0
nice aa employee making skillful excuse late flightness due catering snafu,0
im asking non upgraded flight attendant came amp greeted amp thanked business bc exec plat,1
scheduling skill failed delay went four hour nearly six dont tell snowbound pbi,0
hold againestimated hr hold,0
didnt want cancelled flight wanted take someone keep price held today,0
learn give folk multiple flight day boarding position least cant give boarding pass,0
youre terrible,0
idea flight miami leave second time,1
cust svc mean nothing disappointed trying since speak human get bad weather bad service,0
plowing snow gate plane arrives dont sit minute hr flight fail,0
sorry bother ive hold hour minute continue holding call back,0
please pray u gear lost stolen due incompetent employee,0
depends terminal best option arrive c depart breakfast burrito im craving update,1
flying tomorrow please dont cancelled flight lol,1
able dm confirmation number,0
new paint scheme look great,2
helpful agent club helped baggage fee night lifestop business,0
person talked couldnt anything normally available online charge part,0
awesome photo thanks sharing,2
issued memphis travel advisory tomorrow winter weather coming,1
waiting almost hour trying rebook flight please help u get someone,0
yes doesnt make mistake less absurd doesnt change fact im inconveniently missing luggage tonight,0
thanks quick reply travel lotbut much lol,2
ten hr late flightr still army cot airport waiting flight,0
caused riot airplane never seen anything like,0
would seen pm est sound asleep,0
airway corporation insider trading update rock hill daily,1
got taken care thank lt,2
yes hung called different number,0
hearing lot instead feedback get back home,0
flight lga cancelled flighted stuck dallas called reschedule told could get flight today,0
aa employee rude unwilling help mile rotten cherry top dog shit sunday,0
photo,1
anxious see care customer youve inconvenienced flightledflight,0
driver license expired little month fly friday morning using expired license,1
great operation guy running mechanical issue taping piece plane together lol,1
ua coshared flight w ana unable check hr prior,0
plane moving ice moving end runway sit lga one runway open,0
ive tried calling time past day keep getting told call back someone please help,0
im shutting data flight want response time land hour,1
wont help get luggage back im teen trying change world dc,0
hold two seat flight phx la delayed flight going arrive ontime,0
hour maintenance delay wasnt enuf u charge bag global service platinum mbr get ur shit together,0
yet im next terminal customer service area,0
ticket office boston impossible book phone use voucher website headache please help,0
flight u ricdfw cancelled flightled yesterday amp hold w cust service pm est hour answer,0
wife booked last minute flight funeral separately would like seat gether dm conf,1
guy get rid functionality put reservation hold hour dont see,0
minute boarding b ord sign gate agent little help,0
yet waiting connected agent,1
amp ive hung twice staff upset right,0
still reply email sent th february even sent email asking acknowledgment thats recieved nothing,0
united loses baggage get airport country disappears,0
grrrrrr need flight first maybe bday next month,1
far call back,0
took away st class seat love chairman preferred assigned row seat b middle seat,0
thanks think weve got figured,2
oh yeah great flight mexico wonderful crew thank,2
get baggage la rdu,0
thanks delivery status,2
mind aa point twitter acct form letter character less,0
would go la vega gorgeous go every year fly guy vega gorgeous amp much,2
another sent wrong lineoh kiosk werent working,0
check still saying havent paid ive called back twice hold minute answered hung,0
fleet fleek,1
food place open jfk,1
lie lie liesstill sitting gate moved inch,0
check st grader school science fair project love flying southwest airline,1
hey least guy honest customer unlike,2
hour got disconnected,0
saved day lost costumer,2
extremely upset baggage handler decide go luggage take belonging,0
need reported complete disregard paying customer,0
always amp love,2
channel year,1
minute wait time help cancelled flightled flight help guy,0
stranded cold texas getting sick overbooked flight gave seat away,0
stop fleet fleek,0
long ago trip taken place still get credit didnt apply trueblue booked,1
little month ago guy great thanks everything,2
dm sent answer please,1
bag state didnt travel airport dont fly look like itll never show,0
customer service agent bonnie amazing phone deserves promotion,2
disappointed service level staff communication bummer,0
delta rerouted bag onto aa miacur see made onto flight,0
flight cancelled flightled trying reschedule number say call back,0
thanks upgrade far good,2
